,coef
R-HSA-72163,6.947928
R-HSA-5693571,0.037545927
R-HSA-70370,-2.6261364e-09
R-HSA-427359,0.36372593
R-HSA-2129379,0.00053101504
R-HSA-5632987,-2.7390418e-10
R-HSA-5619054,0.0
R-HSA-114516,-5.543065e-12
R-HSA-168255,1.6138947
R-HSA-390522,6.226119e-06
R-HSA-5660724,0.0
R-HSA-8849470,0.0003606221
R-HSA-5678771,0.0
R-HSA-5655332,-3.078461e-11
R-HSA-5654741,0.12412862
R-HSA-445355,0.17783892
R-HSA-6782135,0.46887982
R-HSA-73779,0.46595863
R-HSA-983168,23.677685
R-HSA-140875,-1.4567681e-07
R-HSA-210500,6.1833445e-09
R-HSA-427652,0.0
R-HSA-4839748,0.3666782
R-HSA-5658208,0.0
R-HSA-5619110,3.2666494e-06
R-HSA-3214841,3.3867998
R-HSA-8849932,0.016709719
R-HSA-8851805,0.17306554
R-HSA-381038,0.5832651
R-HSA-2046104,0.0
R-HSA-5637812,0.3663187
R-HSA-5679096,0.0
R-HSA-210746,0.0
R-HSA-9027604,-1.2962966e-12
R-HSA-5656169,0.006312434
R-HSA-1296067,5.9712335e-10
R-HSA-3769402,2.5083098
R-HSA-1474151,0.0
R-HSA-5694530,0.020885075
R-HSA-181430,0.00013649033
R-HSA-174362,-1.1041913e-11
R-HSA-1268020,0.004296646
R-HSA-5661270,0.0
R-HSA-5619096,0.0
R-HSA-4720475,0.0
R-HSA-5083635,-7.783162e-11
R-HSA-425561,-7.46166e-12
R-HSA-8854691,0.014475482
R-HSA-1632852,0.25810483
R-HSA-5693565,0.34283024
R-HSA-1660661,0.9862286
R-HSA-5688354,0.0
R-HSA-114608,8.518751
R-HSA-5083627,0.0
R-HSA-445095,-8.6754524e-14
R-HSA-933543,-3.7105751e-13
R-HSA-5357786,0.007336354
R-HSA-3656225,-1.3984084e-05
R-HSA-446107,1.6248952e-14
R-HSA-5663220,2.0022404
R-HSA-1442490,6.1394325e-09
R-HSA-5423646,1.2343141e-05
R-HSA-5609976,0.0
R-HSA-5602498,3.6910802e-14
R-HSA-917977,-0.009841637
R-HSA-422085,0.00019288097
R-HSA-2559580,3.615931
R-HSA-5657562,0.0
R-HSA-5579002,0.0
R-HSA-5655302,-0.02135203
R-HSA-1483206,-2.8528443e-10
R-HSA-6807505,0.26714516
R-HSA-191859,1.2424636e-05
R-HSA-5620912,0.0360551
R-HSA-5619078,0.0
R-HSA-5660862,0.0
R-HSA-8951664,9.34828
R-HSA-69236,3.6563222
R-HSA-6799990,-3.991794e-10
R-HSA-351200,0.0
R-HSA-5610780,0.17293054
R-HSA-1369062,2.5449577e-07
R-HSA-5576893,-1.6312632e-11
R-HSA-4793952,0.0
R-HSA-6811438,1.1493646
R-HSA-168181,4.5230846
R-HSA-5263617,0.0
R-HSA-376172,0.14433002
R-HSA-5205685,1.2247722e-11
R-HSA-156587,2.5572047e-12
R-HSA-5579020,0.0
R-HSA-8874211,7.268193e-05
R-HSA-6787450,2.1199345e-05
R-HSA-8934903,1.8958588e-11
R-HSA-399954,0.0040128673
R-HSA-5579016,0.0
R-HSA-1855191,0.0
R-HSA-163210,0.0
R-HSA-5358565,1.1407847e-05
R-HSA-399997,-8.5265665e-13
R-HSA-8942233,0.0
R-HSA-5619037,0.0
R-HSA-1300645,0.0
