,coef
R-HSA-72163,8.489759
R-HSA-5693571,0.1602101
R-HSA-70370,-1.0991885e-11
R-HSA-427359,0.31139213
R-HSA-2129379,-5.5125124e-08
R-HSA-5632987,9.21677e-09
R-HSA-5619054,0.0
R-HSA-114516,-3.0326192e-14
R-HSA-168255,2.311082
R-HSA-390522,-0.0021226497
R-HSA-5660724,0.0
R-HSA-8849470,0.00019720774
R-HSA-5678771,0.0
R-HSA-5655332,0.2555555
R-HSA-5654741,-0.004934317
R-HSA-445355,0.0017668629
R-HSA-6782135,-0.79128295
R-HSA-73779,1.2862852
R-HSA-983168,22.471676
R-HSA-140875,0.0024660924
R-HSA-210500,4.9252014e-13
R-HSA-427652,0.0
R-HSA-4839748,0.28974506
R-HSA-5658208,0.0
R-HSA-5619110,-3.6938757e-13
R-HSA-3214841,3.004315
R-HSA-8849932,6.5863843e-09
R-HSA-8851805,0.002345484
R-HSA-381038,0.5669749
R-HSA-2046104,3.1156353e-06
R-HSA-5637812,0.33016026
R-HSA-5679096,0.0
R-HSA-210746,0.0
R-HSA-9027604,0.0
R-HSA-5656169,0.0073476257
R-HSA-1296067,0.0
R-HSA-3769402,1.2180022
R-HSA-1474151,1.1324441e-05
R-HSA-5694530,0.47722483
R-HSA-181430,0.0
R-HSA-174362,-0.0003856483
R-HSA-1268020,1.9820654e-14
R-HSA-5661270,0.0
R-HSA-5619096,0.0
R-HSA-4720475,0.0
R-HSA-5083635,0.005144938
R-HSA-425561,-8.563181e-15
R-HSA-8854691,0.05026528
R-HSA-1632852,-1.8714078e-05
R-HSA-5693565,-0.05260105
R-HSA-1660661,0.00017262076
R-HSA-5688354,0.0
R-HSA-114608,-1.1394373
R-HSA-5083627,0.0
R-HSA-445095,-0.016964804
R-HSA-933543,0.07573107
R-HSA-5357786,0.0017499885
R-HSA-3656225,0.008796903
R-HSA-446107,0.00035457537
R-HSA-5663220,1.3677952
R-HSA-1442490,1.5037144e-10
R-HSA-5423646,0.0
R-HSA-5609976,0.0
R-HSA-5602498,-2.992477e-11
R-HSA-917977,3.518036e-10
R-HSA-422085,0.0
R-HSA-2559580,2.122527
R-HSA-5657562,0.0
R-HSA-5579002,0.0
R-HSA-5655302,-0.23479883
R-HSA-1483206,0.0065113264
R-HSA-6807505,1.1910512
R-HSA-191859,-2.697413e-13
R-HSA-5620912,0.1010833
R-HSA-5619078,0.0
R-HSA-5660862,0.0
R-HSA-8951664,10.948518
R-HSA-69236,1.1965681
R-HSA-6799990,-7.4325923e-09
R-HSA-351200,0.0
R-HSA-5610780,0.2696707
R-HSA-1369062,3.2643236e-06
R-HSA-5576893,0.00029602298
R-HSA-4793952,0.0
R-HSA-6811438,0.8653673
R-HSA-168181,6.585291
R-HSA-5263617,0.0
R-HSA-376172,-0.00035058355
R-HSA-5205685,2.6519916e-07
R-HSA-156587,0.0
R-HSA-5579020,0.0
R-HSA-8874211,2.5485897e-05
R-HSA-6787450,-1.1209116e-11
R-HSA-8934903,8.3536136e-08
R-HSA-399954,0.059129596
R-HSA-5579016,0.0
R-HSA-1855191,0.0
R-HSA-163210,0.0
R-HSA-5358565,0.00011750691
R-HSA-399997,-1.7094494e-12
R-HSA-8942233,-0.00014034926
R-HSA-5619037,0.0
R-HSA-1300645,0.0
R-HSA-5675482,-3.4731636e-07
R-HSA-77289,4.3981057e-08
